Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Area,Severity,Arrest_Made
571,Arson,Hyderabad,17.377249,78.503422,16-06-2024,13:14:51,Town Center,4,No
572,Auto Theft,Indore,22.714741,75.863016,21-04-2024,01:23:48,Peripheral Zone,2,No
573,Auto Theft,Indore,22.74186,75.884534,04-12-2024,20:02:49,Peripheral Zone,3,No
574,Arson,Indore,22.724559,75.874005,20-06-2024,17:23:58,Municipal Area,4,No
575,Drug Offenses,Indore,22.742155,75.881179,16-08-2023,22:46:36,Town Center,3,Yes
576,Criminal Breach of Trust,Indore,22.720727,75.83793,20-06-2023,21:53:19,Peripheral Zone,2,No
577,Sexual Harassment,Indore,22.727643,75.86439,13-08-2023,08:06:08,Town Center,3,Yes
578,Counterfeiting,Indore,22.701927,75.865328,29-12-2023,22:34:40,Peripheral Zone,3,No
579,Burglary,Indore,22.706713,75.843077,01-07-2023,16:50:25,Town Center,3,Yes
580,Drug Offenses,Indore,22.708118,75.885165,09-01-2024,23:07:29,Peripheral Zone,3,Yes
581,Gambling,Indore,22.693565,75.851223,31-03-2024,23:20:20,Peripheral Zone,1,No
582,Burglary,Indore,22.74503,75.853367,20-06-2024,12:22:27,Peripheral Zone,3,No
583,Hurt,Indore,22.712794,75.844516,05-06-2024,21:36:25,Peripheral Zone,3,No
584,Riots,Indore,22.693673,75.84048,01-08-2024,08:39:54,Municipal Area,4,Yes
585,Riots,Indore,22.710055,75.840315,08-12-2024,19:57:07,Town Center,3,Yes
586,Auto Theft,Indore,22.723221,75.870265,16-12-2023,06:34:45,Municipal Area,3,No
587,Sexual Harassment,Indore,22.693626,75.886989,28-06-2024,06:20:54,Peripheral Zone,5,No
588,Sexual Harassment,Indore,22.737014,75.843017,31-10-2024,02:52:43,Peripheral Zone,3,Yes
589,Cheating,Indore,22.70803,75.83958,10-01-2023,05:11:35,Peripheral Zone,3,No
590,Sexual Harassment,Indore,22.730402,75.858935,03-05-2024,14:20:38,Municipal Area,4,Yes
591,Criminal Breach of Trust,Indore,22.719079,75.853507,06-10-2024,23:19:26,Town Center,2,No
592,Cheating,Jabalpur,23.1918,79.958835,01-07-2024,14:39:59,Municipal Area,1,No
593,POCSO Cases,Jabalpur,23.154464,79.949337,29-10-2024,14:22:24,Town Center,4,Yes
594,Arson,Jabalpur,23.149268,79.912775,24-08-2024,01:22:06,Town Center,4,Yes
595,Burglary,Jabalpur,23.161363,79.90741,14-07-2023,01:16:40,Municipal Area,3,No
596,Drug Offenses,Jabalpur,23.171396,79.93015,17-12-2023,06:37:54,Municipal Area,4,No
597,Sexual Harassment,Jabalpur,23.18971,79.923651,20-09-2023,20:37:07,Municipal Area,5,Yes
598,Auto Theft,Jabalpur,23.166281,79.926658,28-01-2023,23:46:11,Municipal Area,4,Yes
599,Auto Theft,Jabalpur,23.141052,79.909325,13-10-2023,03:36:02,Peripheral Zone,3,No
600,Theft,Jabalpur,23.190627,79.923142,02-03-2024,20:30:21,Peripheral Zone,2,No
601,Hurt,Jaipur,26.925256,75.760112,27-04-2024,13:30:18,Bus Stand Area,2,No
602,Arson,Jaipur,26.894093,75.758473,29-01-2024,23:31:57,New Township,3,No
603,Counterfeiting,Jaipur,26.90066,75.779275,09-11-2023,00:25:31,Railway Colony,3,No
604,Criminal Breach of Trust,Jaipur,26.932111,75.784225,14-04-2023,09:02:32,Old City,3,No
605,Murder,Jaipur,26.941874,75.779963,31-05-2023,09:01:30,New Township,5,Yes
606,Drug Offenses,Jaipur,26.937671,75.800634,30-01-2023,08:41:54,Railway Colony,5,Yes
607,POCSO Cases,Jaipur,26.915502,75.784818,12-07-2024,18:14:43,Bus Stand Area,5,Yes
608,Kidnapping,Jaipur,26.927595,75.809203,21-06-2024,09:29:42,New Township,4,No
609,Sexual Harassment,Jaipur,26.926183,75.773007,05-12-2023,11:40:13,New Township,4,No
610,Auto Theft,Jaipur,26.90663,75.797317,05-06-2024,12:35:23,Railway Colony,2,Yes
611,Theft,Jaipur,26.909859,75.813683,01-12-2023,09:03:41,Bus Stand Area,2,No
612,Drug Offenses,Jaipur,26.931455,75.772666,02-01-2023,14:46:59,City Center,5,Yes
613,Burglary,Jaipur,26.908145,75.772615,31-10-2024,15:39:31,City Center,3,No
614,Robbery,Jaipur,26.884689,75.783261,08-07-2024,16:27:56,Old City,3,No
615,Murder,Jaipur,26.929223,75.768816,06-12-2023,02:18:04,Bus Stand Area,4,Yes
616,Burglary,Jaipur,26.909389,75.78554,08-08-2023,03:12:42,City Center,4,No
617,Murder,Jaipur,26.91506,75.78858,15-06-2023,01:51:40,New Township,5,Yes
618,Arson,Jaipur,26.88395,75.780011,17-04-2023,18:31:58,Bus Stand Area,5,Yes
619,Robbery,Jaipur,26.8985,75.791952,05-03-2024,02:24:05,Railway Colony,4,Yes
620,Murder,Jaipur,26.910837,75.776444,30-01-2023,12:34:23,New Township,4,Yes
621,Murder,Jaipur,26.940969,75.785927,19-01-2024,14:24:53,City Center,4,Yes
622,POCSO Cases,Jaipur,26.911588,75.803227,24-04-2023,10:56:21,Old City,5,Yes
623,Criminal Breach of Trust,Jaipur,26.903962,75.773737,08-07-2023,22:15:26,Bus Stand Area,2,Yes
624,POCSO Cases,Jaipur,26.888433,75.801085,23-07-2023,15:44:46,Old City,5,Yes
625,Murder,Jaipur,26.899898,75.76011,18-04-2023,13:18:48,Railway Colony,5,Yes
626,Arson,Jaipur,26.910168,75.766614,31-05-2024,03:57:12,Old City,4,No
627,Attempt to Murder,Jaipur,26.888776,75.769604,17-08-2023,19:40:06,Old City,4,Yes
628,Kidnapping,Jaipur,26.90967,75.804726,20-03-2024,00:46:56,City Center,4,Yes
629,Riots,Jaipur,26.902272,75.76319,07-10-2023,18:28:42,Bus Stand Area,4,No
630,Theft,Jaipur,26.884281,75.758296,04-01-2024,07:44:14,New Township,3,No
631,Riots,Jaipur,26.94143,75.757981,05-07-2023,07:12:32,Old City,5,Yes
632,Cyber Crime,Jaipur,26.917614,75.777268,15-09-2023,11:01:11,New Township,3,Yes
633,Attempt to Murder,Jaipur,26.929941,75.807418,09-01-2023,19:26:10,City Center,3,No
634,POCSO Cases,Jamshedpur,22.782603,86.199104,07-05-2023,04:13:03,Municipal Area,5,Yes
635,Gambling,Jamshedpur,22.804802,86.211679,06-05-2024,11:02:41,Peripheral Zone,1,No
636,Theft,Jodhpur,26.260109,73.031666,09-02-2023,14:14:49,Town Center,2,No
637,Counterfeiting,Jodhpur,26.267081,72.998352,13-12-2023,20:18:31,Peripheral Zone,3,No
638,Robbery,Jodhpur,26.256876,73.032946,17-04-2023,21:12:46,Town Center,5,Yes
639,Burglary,Jodhpur,26.252841,73.045572,05-06-2023,12:41:33,Municipal Area,3,No
640,Arson,Jodhpur,26.253758,73.011608,17-04-2023,12:56:55,Peripheral Zone,4,No
641,Riots,Jodhpur,26.253086,73.025181,10-04-2024,01:01:05,Municipal Area,5,Yes
642,Sexual Harassment,Jodhpur,26.235608,73.019415,04-08-2024,14:07:33,Peripheral Zone,4,No
643,Gambling,Jodhpur,26.238948,73.010109,24-05-2023,08:06:01,Peripheral Zone,1,No
644,Theft,Kannur,11.887505,75.377942,04-01-2023,00:14:16,Town Center,1,No
645,Drug Offenses,Kannur,11.898695,75.399098,25-08-2023,08:50:36,Town Center,4,No
646,Counterfeiting,Kannur,11.865161,75.363121,28-06-2023,14:48:13,Municipal Area,3,No
647,Arson,Kannur,11.884279,75.359646,26-09-2024,22:47:25,Town Center,4,Yes
648,Arson,Kanpur,26.471592,80.303411,07-05-2023,20:55:21,Municipal Area,4,No
649,Burglary,Kanpur,26.440864,80.348665,07-08-2023,15:47:17,Town Center,2,Yes
650,Hurt,Kanpur,26.460211,80.305988,02-03-2024,09:09:58,Municipal Area,3,No
651,Burglary,Kanpur,26.448141,80.335537,13-02-2024,19:34:51,Town Center,3,No
652,Counterfeiting,Kanpur,26.421404,80.345001,29-03-2024,16:03:50,Town Center,3,No
653,Cyber Crime,Kanpur,26.434006,80.354468,05-05-2024,15:20:12,Peripheral Zone,3,Yes
654,Robbery,Kanpur,26.455089,80.344507,29-08-2024,11:17:20,Town Center,3,No
655,Sexual Harassment,Kanpur,26.478058,80.357406,20-12-2024,23:58:11,Town Center,5,Yes
656,Criminal Breach of Trust,Kanpur,26.448821,80.340654,30-05-2023,07:29:52,Municipal Area,1,No
657,Gambling,Kanpur,26.424293,80.320724,14-04-2023,17:42:23,Municipal Area,1,No
658,POCSO Cases,Kanpur,26.439663,80.342131,01-04-2023,15:20:55,Peripheral Zone,5,Yes
659,Murder,Kanpur,26.456204,80.346958,06-03-2023,14:46:36,Peripheral Zone,5,Yes
660,Arson,Kochi,9.955426,76.276457,28-02-2023,06:25:02,Town Center,3,Yes
661,Counterfeiting,Kochi,9.949485,76.258695,25-07-2024,07:34:48,Municipal Area,2,No
662,Riots,Kochi,9.910209,76.253265,03-11-2024,03:25:08,Town Center,4,No
663,Burglary,Kochi,9.948103,76.28253,31-01-2024,04:03:10,Town Center,3,Yes
664,Burglary,Kochi,9.902023,76.245529,17-09-2023,11:53:17,Peripheral Zone,4,Yes
665,Criminal Breach of Trust,Kochi,9.934997,76.277573,03-11-2024,04:41:07,Town Center,2,No
666,Theft,Kochi,9.921877,76.255715,12-11-2023,13:16:43,Peripheral Zone,2,No
667,Theft,Kochi,9.947995,76.272018,22-05-2023,23:41:32,Municipal Area,2,No
668,Riots,Kochi,9.909413,76.287653,12-05-2023,02:01:14,Municipal Area,3,Yes
669,Gambling,Kochi,9.906363,76.27699,13-02-2023,01:08:04,Town Center,1,No
670,Criminal Breach of Trust,Kochi,9.921132,76.237327,11-01-2023,21:09:19,Town Center,2,Yes
671,POCSO Cases,Kochi,9.904746,76.276684,10-02-2024,17:42:09,Peripheral Zone,5,Yes
672,Burglary,Kochi,9.95812,76.271504,11-10-2024,23:50:24,Municipal Area,2,No
673,Arson,Kochi,9.914064,76.290822,05-09-2023,01:15:22,Town Center,3,Yes
674,Drug Offenses,Kochi,9.91057,76.255587,06-04-2023,08:12:12,Peripheral Zone,3,Yes
675,Criminal Breach of Trust,Kochi,9.911415,76.280839,26-02-2024,12:32:53,Municipal Area,2,No
676,Cheating,Kochi,9.940148,76.263921,18-12-2023,12:24:23,Peripheral Zone,2,Yes
677,Burglary,Kochi,9.910542,76.295399,20-02-2023,07:51:12,Municipal Area,4,Yes
678,Riots,Kochi,9.936411,76.255241,23-09-2024,02:41:54,Peripheral Zone,5,Yes
679,Burglary,Kochi,9.906983,76.26372,22-09-2023,08:29:12,Peripheral Zone,4,No
680,POCSO Cases,Kochi,9.943166,76.245934,10-05-2024,08:15:06,Town Center,5,No
681,Counterfeiting,Kochi,9.920081,76.256725,04-06-2023,16:21:07,Town Center,3,No
682,Criminal Breach of Trust,Kochi,9.921979,76.251894,30-10-2023,04:08:53,Municipal Area,2,No
683,Counterfeiting,Kochi,9.956522,76.294761,10-12-2024,12:34:44,Town Center,4,No
684,Counterfeiting,Kochi,9.905527,76.269864,16-11-2024,18:05:52,Municipal Area,3,No
685,POCSO Cases,Kochi,9.948535,76.258507,05-05-2023,13:43:45,Town Center,4,Yes
686,Theft,Kochi,9.919987,76.263753,21-01-2024,04:57:12,Town Center,2,No
687,Arson,Kochi,9.94093,76.284853,27-04-2024,23:41:17,Town Center,4,Yes
688,Gambling,Kolkata,22.559368,88.389216,25-04-2024,07:02:50,Downtown,1,No
689,Counterfeiting,Kolkata,22.601743,88.354302,30-04-2023,08:16:22,Commercial District,2,No
690,Burglary,Kolkata,22.581214,88.349367,08-03-2024,22:28:57,Commercial District,4,Yes
691,POCSO Cases,Kolkata,22.597898,88.338463,25-09-2023,10:48:55,Downtown,5,Yes
692,POCSO Cases,Kolkata,22.556528,88.358346,24-09-2024,22:08:17,Downtown,4,Yes
693,Counterfeiting,Kolkata,22.551115,88.354155,07-09-2024,11:21:32,Suburb,2,Yes
694,Counterfeiting,Kolkata,22.567357,88.377985,21-01-2024,05:04:33,Residential Zone,2,No
695,Drug Offenses,Kolkata,22.577476,88.359056,24-06-2023,15:30:09,Suburb,4,Yes
696,Cheating,Kolkata,22.578548,88.372842,17-06-2023,01:17:20,Residential Zone,1,No
697,Counterfeiting,Kolkata,22.553531,88.372135,01-02-2024,16:20:23,Commercial District,4,Yes
698,Riots,Kolkata,22.600907,88.363372,07-04-2024,12:09:49,Suburb,3,No
699,POCSO Cases,Kolkata,22.591222,88.341317,08-07-2024,05:49:05,Industrial Area,4,Yes
700,Counterfeiting,Kollam,8.907638,76.616728,26-05-2024,17:18:13,Peripheral Zone,3,No
701,Gambling,Kollam,8.888704,76.622733,26-01-2024,16:20:08,Town Center,2,No
702,Hurt,Kollam,8.874075,76.608857,01-06-2024,05:29:56,Peripheral Zone,3,No
703,POCSO Cases,Kollam,8.910078,76.593438,03-08-2024,09:53:28,Peripheral Zone,5,Yes
704,Theft,Kollam,8.86991,76.643422,06-12-2023,19:24:30,Town Center,3,Yes
705,Riots,Kollam,8.916538,76.640571,27-09-2023,11:48:05,Town Center,3,No
706,Burglary,Kollam,8.896347,76.590707,18-08-2023,03:30:38,Town Center,3,Yes
707,Cyber Crime,Kollam,8.870601,76.603529,16-05-2023,05:55:59,Town Center,4,Yes
708,Theft,Kollam,8.886671,76.587899,24-01-2023,13:11:25,Municipal Area,3,Yes
709,Hurt,Kollam,8.870834,76.587144,11-09-2023,21:37:53,Municipal Area,3,No
710,Hurt,Kollam,8.911953,76.606438,18-12-2023,21:40:30,Town Center,1,No
711,Cheating,Kollam,8.867091,76.610816,29-01-2023,12:56:17,Peripheral Zone,3,No
712,Murder,Kota,25.207053,75.863839,08-04-2023,19:33:07,Peripheral Zone,5,Yes
713,Sexual Harassment,Kota,25.193632,75.84631,10-10-2023,03:49:35,Municipal Area,4,No
714,Riots,Kota,25.201495,75.889835,04-04-2023,09:37:29,Town Center,4,Yes
715,Counterfeiting,Kota,25.206891,75.889988,26-07-2024,14:52:54,Peripheral Zone,3,No
716,Hurt,Kota,25.226129,75.842206,02-09-2024,02:37:46,Municipal Area,2,No
717,Attempt to Murder,Kota,25.243292,75.839849,14-03-2023,12:26:18,Town Center,5,Yes
718,Riots,Kozhikode,11.253256,75.763645,24-08-2023,01:41:58,Peripheral Zone,5,Yes
719,Sexual Harassment,Kozhikode,11.245261,75.798624,13-10-2024,03:36:39,Town Center,4,No
720,Cheating,Kozhikode,11.283904,75.808766,05-11-2024,02:30:43,Peripheral Zone,2,No
721,Hurt,Kozhikode,11.27492,75.789575,29-06-2024,16:39:17,Peripheral Zone,2,Yes
722,Gambling,Kozhikode,11.234349,75.785411,11-09-2023,06:19:23,Municipal Area,1,No
723,Drug Offenses,Kozhikode,11.282738,75.795749,24-11-2023,02:56:07,Town Center,5,Yes
724,Counterfeiting,Kozhikode,11.278264,75.774017,19-07-2023,10:01:30,Peripheral Zone,3,Yes
725,Auto Theft,Kozhikode,11.238711,75.780778,12-10-2024,20:37:46,Town Center,2,No
726,Cheating,Kozhikode,11.253819,75.808901,09-05-2023,17:57:58,Peripheral Zone,1,No
727,Theft,Kozhikode,11.254168,75.772779,08-01-2023,23:15:47,Town Center,2,No
728,Riots,Kozhikode,11.287149,75.752573,31-07-2023,11:31:05,Peripheral Zone,3,No
729,Cyber Crime,Kozhikode,11.247903,75.753061,25-09-2023,01:35:13,Peripheral Zone,3,No
730,Riots,Lucknow,26.862709,80.923665,24-11-2024,12:41:37,New Township,5,Yes
731,Gambling,Lucknow,26.867998,80.922931,17-04-2023,17:38:05,Railway Colony,2,Yes
732,Sexual Harassment,Lucknow,26.820474,80.923169,08-09-2024,01:06:04,Old City,4,Yes
733,Counterfeiting,Lucknow,26.875298,80.957617,19-10-2023,07:51:14,City Center,3,No
734,Auto Theft,Lucknow,26.858862,80.922501,02-07-2023,07:39:29,City Center,4,No
735,Auto Theft,Lucknow,26.861132,80.920707,30-12-2024,02:45:18,Old City,3,No
736,Counterfeiting,Lucknow,26.846613,80.934281,01-02-2023,03:41:06,New Township,3,No
737,Cheating,Lucknow,26.843656,80.969989,07-04-2023,02:46:52,Old City,2,Yes
738,Auto Theft,Lucknow,26.821488,80.951668,23-12-2024,23:24:52,New Township,3,Yes
739,Hurt,Lucknow,26.821244,80.948365,20-01-2023,13:32:39,Bus Stand Area,1,No
740,Arson,Lucknow,26.822134,80.927781,19-12-2024,13:44:57,Old City,4,Yes
741,Counterfeiting,Lucknow,26.830073,80.929158,16-06-2024,10:12:53,Bus Stand Area,2,No
742,Burglary,Lucknow,26.827885,80.963162,27-09-2023,12:33:00,Old City,4,No
743,Auto Theft,Lucknow,26.841287,80.969338,15-06-2023,22:10:31,Railway Colony,3,No
744,Sexual Harassment,Lucknow,26.85444,80.96456,30-11-2024,11:42:16,Old City,4,No
745,Burglary,Lucknow,26.868433,80.929365,23-04-2023,00:55:54,Railway Colony,2,No
746,Burglary,Lucknow,26.838281,80.930191,07-01-2024,21:35:47,Bus Stand Area,4,Yes
747,Counterfeiting,Lucknow,26.833702,80.930364,18-10-2024,01:17:26,Railway Colony,3,No
748,Auto Theft,Ludhiana,30.915352,75.876776,13-10-2024,01:47:41,Peripheral Zone,3,Yes
749,Hurt,Ludhiana,30.903042,75.86191,15-11-2023,05:53:41,Municipal Area,2,Yes
750,Gambling,Ludhiana,30.926716,75.846808,31-10-2024,15:56:39,Municipal Area,1,Yes
751,Counterfeiting,Ludhiana,30.894795,75.884314,10-05-2024,21:33:00,Municipal Area,3,No
752,Auto Theft,Madurai,9.940503,78.092726,07-04-2024,02:32:23,Municipal Area,3,No
753,Burglary,Madurai,9.895488,78.12426,01-01-2023,03:34:30,Peripheral Zone,2,Yes
754,Theft,Madurai,9.935162,78.110319,29-10-2024,06:42:11,Peripheral Zone,2,No
755,Hurt,Madurai,9.943094,78.130256,13-05-2023,17:44:04,Peripheral Zone,2,No
756,Counterfeiting,Malappuram,11.051303,76.054645,24-08-2024,00:01:14,Peripheral Zone,3,No
757,Criminal Breach of Trust,Malappuram,11.067295,76.077182,28-04-2023,03:23:19,Municipal Area,2,No
758,Cyber Crime,Malappuram,11.062232,76.08027,23-05-2024,14:23:47,Municipal Area,3,No
759,Hurt,Malappuram,11.077508,76.056521,11-07-2023,23:35:01,Town Center,2,Yes
760,Theft,Malappuram,11.052343,76.056934,26-11-2024,09:31:48,Municipal Area,2,No
761,POCSO Cases,Malappuram,11.053039,76.077926,25-10-2023,19:11:46,Municipal Area,5,Yes
762,Cyber Crime,Meerut,28.957326,77.713603,08-11-2023,02:42:59,Town Center,3,No
763,Gambling,Meerut,28.993627,77.695053,30-05-2023,11:02:13,Peripheral Zone,2,No
764,Cheating,Meerut,28.957451,77.687891,23-09-2024,11:53:56,Municipal Area,2,Yes
765,Sexual Harassment,Meerut,28.959135,77.699751,23-03-2023,00:47:10,Peripheral Zone,3,No
766,Riots,Meerut,29.013231,77.709036,15-11-2023,12:58:06,Town Center,3,No
767,Riots,Mumbai,19.061968,72.86032,08-09-2024,10:51:04,Market Area,4,Yes
768,Arson,Mumbai,19.07406,72.900626,23-11-2024,17:38:50,Commercial District,4,Yes
769,Arson,Mumbai,19.083709,72.854495,06-04-2023,17:33:40,Downtown,4,Yes
770,Hurt,Mumbai,19.075715,72.880299,14-08-2024,07:14:22,Commercial District,2,Yes
771,Hurt,Mumbai,19.084135,72.904837,31-08-2024,07:57:32,Market Area,3,No
772,POCSO Cases,Mumbai,19.054214,72.905969,27-10-2023,08:32:38,Commercial District,5,Yes
773,Counterfeiting,Mumbai,19.085774,72.888897,09-01-2023,13:04:16,Market Area,3,No
774,Criminal Breach of Trust,Mumbai,19.10422,72.899081,24-12-2023,17:25:12,Residential Zone,2,No
775,Auto Theft,Mumbai,19.059121,72.904724,26-08-2023,21:24:40,Market Area,2,No
776,Riots,Mumbai,19.063155,72.867132,30-07-2024,04:22:00,Industrial Area,3,No
777,Criminal Breach of Trust,Mumbai,19.10408,72.899708,09-05-2023,01:34:46,Residential Zone,3,Yes
778,Gambling,Mumbai,19.052929,72.875288,23-04-2023,12:32:53,Commercial District,1,No
779,Riots,Mumbai,19.098738,72.854281,18-10-2024,14:51:29,Commercial District,4,Yes
780,Gambling,Mumbai,19.058371,72.877355,10-11-2024,11:15:26,Suburb,2,No
781,Gambling,Mumbai,19.066405,72.856351,09-12-2023,17:12:12,Market Area,1,No
782,Hurt,Mumbai,19.04918,72.887116,09-02-2023,07:54:59,Market Area,2,No
783,Cheating,Mumbai,19.105943,72.875482,24-05-2024,21:33:45,Suburb,2,No
784,Sexual Harassment,Mumbai,19.092865,72.906587,31-01-2023,01:48:48,Residential Zone,5,Yes
785,Arson,Mumbai,19.082347,72.896408,03-08-2023,00:59:57,Industrial Area,4,No
786,POCSO Cases,Mumbai,19.054466,72.865825,08-01-2023,11:33:57,Downtown,5,Yes
787,Hurt,Mumbai,19.080205,72.859343,24-04-2024,11:52:19,Downtown,2,No
788,Arson,Mumbai,19.056478,72.884826,24-09-2024,14:10:29,Residential Zone,3,No
789,Gambling,Mumbai,19.098394,72.879579,14-01-2024,16:35:51,Commercial District,1,No
790,Drug Offenses,Mumbai,19.050698,72.896443,25-10-2024,11:51:38,Commercial District,4,No
791,Sexual Harassment,Mumbai,19.099223,72.886056,15-09-2023,19:12:06,Residential Zone,3,Yes
792,Auto Theft,Mumbai,19.082658,72.891547,13-09-2024,08:58:44,Commercial District,4,Yes
793,Counterfeiting,Mumbai,19.092538,72.861851,29-09-2023,07:09:15,Residential Zone,3,No
794,Cyber Crime,Mumbai,19.077583,72.887142,07-08-2024,14:42:18,Downtown,3,No
795,Gambling,Mumbai,19.070699,72.875018,17-02-2023,12:35:18,Market Area,1,No
796,Sexual Harassment,Mumbai,19.071363,72.857675,14-01-2024,20:07:06,Residential Zone,5,Yes
797,Auto Theft,Mumbai,19.103845,72.888403,05-11-2023,02:49:26,Suburb,4,Yes
798,Auto Theft,Mumbai,19.082894,72.856728,02-04-2023,23:50:38,Industrial Area,3,No
799,Cheating,Mumbai,19.079396,72.856135,19-01-2024,03:44:31,Market Area,1,Yes
800,Hurt,Mumbai,19.104952,72.878474,11-06-2023,19:28:04,Commercial District,2,No
801,Gambling,Mumbai,19.100599,72.859488,10-03-2023,03:54:58,Industrial Area,1,Yes
802,POCSO Cases,Mumbai,19.098125,72.85247,10-04-2023,07:08:28,Industrial Area,4,Yes
803,Gambling,Mumbai,19.062717,72.880181,16-04-2024,15:16:57,Downtown,1,No
804,Burglary,Mumbai,19.055204,72.894116,13-07-2024,12:44:40,Industrial Area,3,Yes
805,Hurt,Mumbai,19.073845,72.865399,01-12-2024,01:58:22,Market Area,2,No
806,Counterfeiting,Mumbai,19.092564,72.868025,02-07-2023,03:43:28,Market Area,3,No
807,Riots,Mumbai,19.05616,72.903758,07-01-2024,03:09:06,Industrial Area,4,No
808,Auto Theft,Mumbai,19.066282,72.873499,26-01-2023,21:41:11,Market Area,3,Yes
809,Criminal Breach of Trust,Mumbai,19.072508,72.857639,23-02-2023,17:50:27,Market Area,1,No
810,Riots,Mumbai,19.072016,72.86211,05-04-2024,15:24:46,Industrial Area,4,No
811,Riots,Mumbai,19.099077,72.881706,26-02-2023,07:00:20,Industrial Area,4,Yes
812,Cyber Crime,Mumbai,19.052526,72.88589,01-01-2023,14:07:46,Residential Zone,3,No
813,Auto Theft,Mumbai,19.064351,72.875942,07-02-2024,22:55:17,Industrial Area,3,Yes
814,Auto Theft,Mumbai,19.056254,72.861244,11-02-2023,05:04:42,Industrial Area,4,No
815,Gambling,Mumbai,19.098378,72.87433,10-05-2024,13:49:54,Downtown,2,No
816,Cyber Crime,Mumbai,19.085835,72.892231,16-01-2024,15:46:06,Downtown,3,No
817,Cyber Crime,Nagpur,21.119236,79.115917,21-03-2023,09:08:59,Municipal Area,3,No
818,Arson,Nagpur,21.153573,79.066522,15-05-2024,18:09:24,Municipal Area,5,Yes
819,Auto Theft,Nagpur,21.156628,79.104366,30-09-2023,14:01:25,Municipal Area,3,Yes
820,Sexual Harassment,Nagpur,21.118856,79.077892,20-02-2023,15:22:04,Peripheral Zone,4,Yes
821,Riots,Nagpur,21.145977,79.062244,04-03-2024,16:48:23,Municipal Area,5,No
822,Arson,Nagpur,21.123306,79.080749,02-07-2023,20:50:55,Peripheral Zone,4,No
823,Gambling,Nagpur,21.168482,79.096731,29-04-2023,03:42:45,Peripheral Zone,1,No
824,Criminal Breach of Trust,Nagpur,21.146438,79.07457,28-04-2023,17:54:01,Municipal Area,1,No
825,Auto Theft,Nagpur,21.168271,79.065807,05-01-2023,17:14:45,Municipal Area,4,Yes
826,Cyber Crime,Nagpur,21.167645,79.082338,02-07-2024,23:44:18,Peripheral Zone,3,No
827,Drug Offenses,Nagpur,21.142217,79.097163,11-12-2024,05:00:44,Municipal Area,4,Yes
828,Theft,Nagpur,21.153852,79.05979,22-11-2024,04:55:51,Municipal Area,3,No
829,Sexual Harassment,Nagpur,21.116061,79.102399,03-06-2024,04:42:56,Town Center,5,No
830,Riots,Nagpur,21.150023,79.116568,23-02-2023,12:47:57,Town Center,5,No
831,Gambling,Nagpur,21.16448,79.112767,03-01-2024,22:35:40,Town Center,2,No
832,POCSO Cases,Nagpur,21.137613,79.085541,22-04-2023,17:40:12,Town Center,4,Yes
833,Burglary,Nagpur,21.121015,79.109047,24-07-2024,13:16:13,Peripheral Zone,3,Yes
834,Drug Offenses,Nagpur,21.167256,79.086087,24-06-2023,19:45:00,Municipal Area,4,No
835,Cheating,Nagpur,21.121272,79.081102,16-03-2024,12:52:07,Municipal Area,2,No
836,Hurt,Nasik,20.00891,73.787639,27-09-2023,21:39:33,Municipal Area,2,No
837,Theft,Nasik,20.023694,73.777959,04-09-2023,03:43:39,Peripheral Zone,3,No
838,Sexual Harassment,Nasik,19.983759,73.786838,16-10-2023,11:00:52,Municipal Area,4,Yes
839,Gambling,Nasik,20.005928,73.796312,25-01-2024,12:54:00,Town Center,1,No
840,Gambling,Nasik,20.022896,73.809387,21-03-2023,11:22:26,Peripheral Zone,1,No
841,Drug Offenses,Patna,25.581894,85.12922,13-02-2024,05:11:26,City Center,5,Yes
842,Auto Theft,Patna,25.581981,85.150999,07-04-2024,08:29:01,New Township,2,No
843,Cyber Crime,Patna,25.623065,85.135493,07-05-2024,11:32:56,New Township,2,No
844,Criminal Breach of Trust,Patna,25.591279,85.138409,10-05-2023,20:18:03,City Center,3,No
845,Criminal Breach of Trust,Patna,25.57832,85.154395,05-12-2024,01:44:31,Old City,2,No
846,Gambling,Patna,25.564562,85.108826,22-04-2023,16:43:44,City Center,1,No
847,Cheating,Patna,25.611497,85.128216,09-01-2024,07:49:33,Old City,1,No
848,Auto Theft,Patna,25.59194,85.160564,14-03-2024,07:33:46,Bus Stand Area,4,No
849,Criminal Breach of Trust,Patna,25.568198,85.148387,07-09-2024,16:59:35,City Center,3,No
850,Cheating,Patna,25.604131,85.128916,12-09-2023,05:31:09,City Center,3,No
851,Cyber Crime,Patna,25.580586,85.146786,17-11-2024,18:58:06,City Center,3,No
852,POCSO Cases,Patna,25.578661,85.145428,25-02-2023,16:09:58,New Township,5,Yes
853,Arson,Patna,25.61754,85.130228,01-08-2023,12:57:06,Bus Stand Area,4,No
854,Cheating,Patna,25.574525,85.138064,05-03-2024,08:20:50,Railway Colony,1,No
855,Sexual Harassment,Patna,25.588915,85.144018,28-09-2024,10:55:04,Bus Stand Area,4,No
856,Gambling,Patna,25.576534,85.157892,15-07-2023,05:23:56,Railway Colony,1,No
857,Sexual Harassment,Prayagraj,25.415179,81.853845,30-06-2023,02:10:21,Peripheral Zone,4,No
858,Theft,Prayagraj,25.433169,81.817973,28-09-2023,04:19:02,Peripheral Zone,1,No
