Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Area,Severity,Arrest_Made
CRM-00563,Drug Offense,Downtown,34.058875,-118.237993,2025-01-06,22:36,Commercial,High,1
CRM-00564,Assault,Parkside,34.087304,-118.198136,2026-04-16,12:28,Park,Medium,0
CRM-00565,Fraud,Downtown,34.049331,-118.243339,2025-06-07,12:41,Transit Station,Low,0
CRM-00566,Robbery,Westside,34.038989,-118.353358,2024-10-06,19:51,Commercial,High,0
CRM-00567,Theft,Suburbs,34.125489,-118.183714,2024-02-02,20:45,Residential,Medium,0
CRM-00568,Robbery,Downtown,34.045775,-118.249382,2026-02-03,02:18,Nightclub District,High,0
CRM-00569,Assault,Harbor Area,33.730341,-118.265987,2025-10-20,04:04,Commercial,High,1
CRM-00570,Burglary,Westside,34.043916,-118.336457,2024-04-30,19:08,Residential,High,0
CRM-00571,Vandalism,Industrial District,34.009907,-118.223995,2025-10-23,11:22,Industrial,Low,1
CRM-00572,Fraud,Westside,34.048980,-118.328181,2025-03-28,05:45,Transit Station,Low,0
CRM-00573,Assault,Eastside,34.025742,-118.184985,2024-08-21,12:48,Industrial,High,1
CRM-00574,Burglary,Industrial District,34.001802,-118.221316,2025-08-09,18:05,Transit Station,High,0
CRM-00575,Burglary,Eastside,34.033817,-118.199469,2024-11-26,05:53,Industrial,Medium,0
CRM-00576,Robbery,Eastside,34.032071,-118.179958,2025-07-01,22:50,Residential,Medium,0
CRM-00577,Assault,Harbor Area,33.746551,-118.270518,2024-06-21,03:09,Industrial,High,0
CRM-00578,Drug Offense,Harbor Area,33.745187,-118.255447,2025-07-29,09:26,Industrial,Medium,1
CRM-00579,Assault,Suburbs,34.125439,-118.192476,2024-11-14,01:28,Park,High,0
CRM-00580,Shoplifting,Westside,34.029886,-118.338124,2024-02-03,20:40,Commercial,Low,1
CRM-00581,Assault,Westside,34.028701,-118.346612,2024-08-22,15:05,Residential,High,1
CRM-00582,Vandalism,Eastside,34.034661,-118.203136,2026-05-29,04:15,Commercial,Low,0
CRM-00583,Fraud,Uptown,34.074805,-118.300197,2026-01-17,18:35,Commercial,Low,0
CRM-00584,Robbery,Uptown,34.085553,-118.277859,2024-04-04,06:37,Commercial,High,0
CRM-00585,Drug Offense,Suburbs,34.112648,-118.185563,2026-05-16,20:32,Park,Medium,0
CRM-00586,Robbery,Uptown,34.084454,-118.289955,2026-04-16,15:12,Park,High,0
CRM-00587,Theft,Parkside,34.091297,-118.198634,2026-05-03,02:56,Park,Medium,0
CRM-00588,Assault,Harbor Area,33.752524,-118.261794,2025-11-21,02:02,Commercial,High,1
CRM-00589,Shoplifting,Westside,34.033278,-118.343827,2025-08-27,11:06,Commercial,Low,1
CRM-00590,Theft,Suburbs,34.114020,-118.179167,2025-08-31,15:27,Residential,High,1
CRM-00591,Burglary,Eastside,34.036621,-118.207968,2025-08-25,04:50,Industrial,Medium,0
CRM-00592,Robbery,Westside,34.040297,-118.324590,2024-05-12,13:45,Transit Station,High,1
CRM-00593,Theft,Parkside,34.094296,-118.211788,2025-08-01,02:06,School Zone,Medium,0
CRM-00594,Burglary,Suburbs,34.133218,-118.172627,2026-05-31,22:24,Residential,High,0
CRM-00595,Burglary,Industrial District,34.022720,-118.233615,2024-02-08,10:17,Industrial,Medium,0
CRM-00596,Shoplifting,Uptown,34.075919,-118.281473,2026-02-08,13:32,Commercial,Medium,0
CRM-00597,Theft,Westside,34.025462,-118.345972,2025-05-09,12:22,Commercial,High,1
CRM-00598,Drug Offense,Eastside,34.040426,-118.193668,2026-04-04,15:07,Industrial,Medium,0
CRM-00599,Vandalism,Downtown,34.062392,-118.241306,2025-12-26,18:17,Nightclub District,Low,0
CRM-00600,Burglary,Industrial District,34.019359,-118.221436,2025-02-11,04:59,Transit Station,Medium,0
CRM-00601,Theft,Eastside,34.034304,-118.208153,2025-09-16,18:07,Commercial,High,0
CRM-00602,Theft,Downtown,34.035521,-118.247845,2024-07-26,21:43,Nightclub District,Medium,0
CRM-00603,Fraud,Downtown,34.057035,-118.239114,2024-03-24,14:17,Commercial,Low,0
CRM-00604,Theft,Parkside,34.093088,-118.205106,2025-08-12,06:53,Residential,Medium,0
CRM-00605,Burglary,Harbor Area,33.734713,-118.275474,2024-07-15,08:49,Commercial,Medium,0
CRM-00606,Vandalism,Uptown,34.088652,-118.279513,2024-03-14,05:35,Commercial,Low,1
CRM-00607,Shoplifting,Industrial District,33.993043,-118.216935,2024-09-29,16:02,Transit Station,Medium,1
CRM-00608,Fraud,Westside,34.045464,-118.350823,2026-04-15,10:15,Commercial,Low,0
CRM-00609,Shoplifting,Parkside,34.078293,-118.200093,2025-06-22,14:41,School Zone,Medium,0
CRM-00610,Theft,Downtown,34.054067,-118.248617,2026-04-29,11:08,Commercial,Medium,0
CRM-00611,Robbery,Industrial District,34.022367,-118.225424,2024-09-02,16:49,Transit Station,High,1
CRM-00612,Assault,Harbor Area,33.737251,-118.254234,2024-03-06,20:49,Transit Station,Medium,0
CRM-00613,Vandalism,Harbor Area,33.743863,-118.259759,2025-11-24,10:03,Industrial,Low,0
CRM-00614,Burglary,Uptown,34.087113,-118.276558,2024-02-24,14:53,Residential,High,0
CRM-00615,Shoplifting,Harbor Area,33.732810,-118.251828,2026-03-03,15:08,Commercial,Medium,0
CRM-00616,Vandalism,Uptown,34.088201,-118.276722,2025-05-22,16:54,Park,Low,0
CRM-00617,Theft,Harbor Area,33.750177,-118.269732,2025-11-20,22:58,Commercial,Medium,0
CRM-00618,Theft,Eastside,34.042738,-118.210608,2026-02-02,23:31,Commercial,High,0
CRM-00619,Drug Offense,Uptown,34.082115,-118.285177,2025-03-28,20:00,Park,Medium,1
CRM-00620,Vandalism,Westside,34.051116,-118.334010,2025-10-24,21:27,Residential,Medium,0
CRM-00621,Burglary,Industrial District,34.010248,-118.241053,2025-02-07,20:49,Industrial,Medium,0
CRM-00622,Assault,Harbor Area,33.751614,-118.254070,2025-09-15,02:14,Transit Station,High,0
CRM-00623,Fraud,Parkside,34.095694,-118.214672,2024-11-08,17:54,Residential,Low,1
CRM-00624,Robbery,Parkside,34.087006,-118.195640,2025-04-28,01:30,Park,High,0
CRM-00625,Drug Offense,Suburbs,34.123186,-118.188007,2025-09-28,05:42,Park,Medium,0
CRM-00626,Drug Offense,Westside,34.029984,-118.344027,2026-02-14,09:16,Transit Station,Medium,0
CRM-00627,Burglary,Downtown,34.049895,-118.232021,2024-04-06,06:01,Nightclub District,Medium,0
CRM-00628,Assault,Harbor Area,33.742509,-118.274228,2025-06-11,02:49,Commercial,High,0
CRM-00629,Vandalism,Industrial District,34.020358,-118.222409,2026-03-17,10:22,Industrial,Low,0
CRM-00630,Theft,Parkside,34.102119,-118.198239,2026-03-28,23:11,School Zone,Medium,0
CRM-00631,Robbery,Harbor Area,33.732201,-118.286560,2024-08-13,02:03,Industrial,High,0
CRM-00632,Assault,Uptown,34.083297,-118.272695,2024-05-04,22:18,Residential,High,0
CRM-00633,Drug Offense,Industrial District,34.003964,-118.213602,2025-01-24,12:45,Transit Station,Medium,1
CRM-00634,Vandalism,Eastside,34.039356,-118.181678,2024-06-25,05:12,Residential,Low,0
CRM-00635,Fraud,Industrial District,34.001595,-118.223539,2026-03-28,07:02,Industrial,Low,0
CRM-00636,Assault,Harbor Area,33.744408,-118.261915,2024-04-19,02:45,Transit Station,High,1
CRM-00637,Vandalism,Uptown,34.073982,-118.283669,2025-10-08,22:24,Residential,Low,0
CRM-00638,Robbery,Eastside,34.034262,-118.189724,2024-10-26,23:09,Residential,Medium,0
CRM-00639,Burglary,Industrial District,34.018687,-118.229697,2025-10-21,20:24,Transit Station,Medium,0
CRM-00640,Assault,Parkside,34.081903,-118.201382,2026-02-09,01:37,Park,High,1
CRM-00641,Theft,Industrial District,34.011834,-118.230571,2025-06-13,02:34,Industrial,Medium,0
CRM-00642,Burglary,Harbor Area,33.748768,-118.248720,2024-11-22,13:25,Transit Station,High,0
CRM-00643,Shoplifting,Eastside,34.029900,-118.185077,2025-07-10,09:14,Residential,Medium,0
CRM-00644,Theft,Westside,34.039753,-118.356492,2024-12-21,02:17,Commercial,Medium,1
CRM-00645,Vandalism,Eastside,34.031440,-118.197226,2025-01-10,05:02,Commercial,Low,0
CRM-00646,Shoplifting,Uptown,34.077135,-118.301164,2025-11-02,15:59,Commercial,Low,0
CRM-00647,Vandalism,Westside,34.044759,-118.342835,2025-05-19,16:18,Transit Station,Medium,0
CRM-00648,Burglary,Industrial District,34.013671,-118.230652,2026-01-21,18:59,Industrial,Medium,0
CRM-00649,Burglary,Eastside,34.023450,-118.183566,2024-10-14,22:05,Commercial,Medium,0
CRM-00650,Assault,Suburbs,34.118707,-118.187557,2025-04-14,03:17,Residential,High,0
CRM-00651,Vandalism,Parkside,34.096115,-118.185567,2026-05-23,21:12,School Zone,Low,1
CRM-00652,Drug Offense,Parkside,34.088041,-118.200308,2025-03-29,18:10,Park,Medium,1
CRM-00653,Fraud,Eastside,34.038382,-118.191432,2026-05-24,08:33,Industrial,Low,0
CRM-00654,Robbery,Eastside,34.027251,-118.191767,2025-01-19,17:24,Industrial,High,0
CRM-00655,Theft,Industrial District,34.013681,-118.214057,2025-01-25,02:01,Transit Station,Medium,0
CRM-00656,Theft,Downtown,34.032140,-118.237451,2025-06-26,01:30,Commercial,Medium,0
CRM-00657,Robbery,Industrial District,34.016222,-118.218699,2024-09-15,17:15,Transit Station,High,0
CRM-00658,Shoplifting,Uptown,34.076502,-118.281258,2024-09-14,17:27,Park,Medium,0
CRM-00659,Shoplifting,Westside,34.047776,-118.335698,2024-08-01,09:11,Commercial,Low,0
CRM-00660,Shoplifting,Suburbs,34.129557,-118.181353,2024-07-26,23:37,School Zone,Medium,0
CRM-00661,Drug Offense,Parkside,34.095991,-118.216541,2024-09-08,21:32,Park,Medium,1
CRM-00662,Burglary,Parkside,34.086794,-118.190895,2026-04-22,07:20,Residential,High,0
CRM-00663,Burglary,Uptown,34.075476,-118.297466,2024-12-21,19:32,Commercial,Medium,0
CRM-00664,Theft,Suburbs,34.127170,-118.179664,2024-09-04,15:09,School Zone,Medium,0
CRM-00665,Shoplifting,Harbor Area,33.761273,-118.280960,2026-03-29,21:18,Commercial,Low,0
CRM-00666,Theft,Industrial District,34.012985,-118.235823,2025-07-13,07:42,Industrial,Medium,1
CRM-00667,Vandalism,Suburbs,34.120554,-118.183924,2025-04-11,10:04,Residential,Medium,0
CRM-00668,Theft,Industrial District,34.015208,-118.219984,2025-11-10,00:01,Industrial,High,0
CRM-00669,Robbery,Suburbs,34.115428,-118.175034,2025-02-03,14:08,Residential,Medium,1
CRM-00670,Theft,Harbor Area,33.747048,-118.262136,2024-05-19,01:53,Transit Station,High,0
CRM-00671,Assault,Downtown,34.051640,-118.244454,2025-02-27,01:45,Nightclub District,High,1
CRM-00672,Assault,Suburbs,34.124712,-118.183879,2026-03-26,06:03,Residential,Medium,1
CRM-00673,Robbery,Downtown,34.059987,-118.239519,2025-01-16,20:08,Commercial,High,0
CRM-00674,Fraud,Westside,34.030471,-118.342009,2025-08-30,08:44,Residential,Low,0
CRM-00675,Robbery,Parkside,34.107089,-118.196547,2026-01-24,15:08,Park,Medium,0
CRM-00676,Theft,Uptown,34.081555,-118.292642,2025-01-21,22:20,Residential,Low,0
CRM-00677,Shoplifting,Uptown,34.083450,-118.282586,2025-11-18,15:19,Residential,Medium,0
CRM-00678,Assault,Westside,34.038268,-118.363348,2024-12-17,00:54,Transit Station,High,0
CRM-00679,Theft,Parkside,34.102908,-118.205699,2024-11-29,00:32,Park,Medium,0
CRM-00680,Shoplifting,Eastside,34.018886,-118.201008,2026-01-15,18:15,Industrial,Low,1
CRM-00681,Assault,Industrial District,34.011623,-118.221526,2024-12-18,11:53,Transit Station,High,0
CRM-00682,Robbery,Eastside,34.019090,-118.202581,2025-06-27,20:34,Commercial,High,1
CRM-00683,Shoplifting,Harbor Area,33.751071,-118.265693,2026-02-10,10:43,Commercial,Low,0
CRM-00684,Shoplifting,Eastside,34.032732,-118.194778,2024-07-25,12:58,Commercial,Low,0
CRM-00685,Drug Offense,Industrial District,33.999041,-118.202445,2025-06-03,08:03,Transit Station,Medium,1
CRM-00686,Fraud,Downtown,34.042956,-118.252358,2025-01-13,08:16,Nightclub District,Low,1
CRM-00687,Shoplifting,Suburbs,34.126659,-118.161324,2026-01-30,22:27,School Zone,Low,1
CRM-00688,Burglary,Westside,34.041231,-118.334242,2024-11-20,21:19,Residential,Medium,0
CRM-00689,Robbery,Suburbs,34.118151,-118.188674,2024-12-07,02:46,Park,Medium,0
CRM-00690,Robbery,Suburbs,34.112629,-118.178580,2025-11-09,05:32,Park,High,1
CRM-00691,Burglary,Westside,34.043420,-118.347287,2024-07-20,21:28,Residential,Medium,0
CRM-00692,Drug Offense,Downtown,34.058449,-118.243811,2025-01-20,06:36,Transit Station,Medium,1
CRM-00693,Burglary,Industrial District,33.999521,-118.232206,2026-01-16,11:53,Industrial,Medium,0
CRM-00694,Theft,Parkside,34.090086,-118.211356,2026-01-13,03:10,Park,Medium,0
CRM-00695,Assault,Eastside,34.031632,-118.188713,2026-05-15,00:40,Industrial,Medium,1
CRM-00696,Burglary,Westside,34.032223,-118.340874,2025-01-26,21:51,Transit Station,Medium,0
CRM-00697,Assault,Parkside,34.102772,-118.191202,2025-03-16,05:41,Residential,High,0
CRM-00698,Fraud,Downtown,34.063213,-118.250104,2024-02-12,06:01,Commercial,Medium,0
CRM-00699,Vandalism,Industrial District,34.010841,-118.228417,2025-03-02,12:18,Transit Station,Low,0
CRM-00700,Robbery,Parkside,34.086246,-118.198461,2025-09-12,12:16,Residential,Medium,0
CRM-00701,Vandalism,Parkside,34.102961,-118.192454,2025-09-08,10:03,School Zone,Low,0
CRM-00702,Assault,Uptown,34.087206,-118.277594,2024-02-09,21:28,Park,High,1
CRM-00703,Assault,Westside,34.032091,-118.341837,2024-08-06,21:55,Commercial,Medium,0
CRM-00704,Drug Offense,Suburbs,34.125476,-118.175262,2024-08-10,23:30,Park,Medium,1
CRM-00705,Shoplifting,Suburbs,34.108389,-118.193726,2024-09-03,22:44,School Zone,Low,1
CRM-00706,Fraud,Suburbs,34.118731,-118.177339,2025-08-28,15:18,Residential,Low,0
CRM-00707,Theft,Industrial District,34.020889,-118.218840,2024-09-11,14:52,Industrial,Medium,0
CRM-00708,Theft,Eastside,34.030332,-118.191935,2025-03-13,04:15,Residential,Medium,0
CRM-00709,Robbery,Uptown,34.073720,-118.285721,2024-06-13,22:27,Commercial,High,0
CRM-00710,Theft,Westside,34.039445,-118.357624,2026-05-06,01:57,Residential,Medium,0
CRM-00711,Drug Offense,Parkside,34.099975,-118.196230,2024-10-30,05:52,Residential,High,1
CRM-00712,Theft,Parkside,34.097473,-118.204353,2024-05-04,06:13,School Zone,Medium,0
CRM-00713,Shoplifting,Uptown,34.080673,-118.287489,2025-08-25,04:25,Residential,Low,0
CRM-00714,Burglary,Industrial District,34.025244,-118.221826,2024-08-30,21:18,Industrial,Medium,0
CRM-00715,Robbery,Eastside,34.035160,-118.191643,2025-02-03,08:35,Industrial,Medium,0
CRM-00716,Assault,Downtown,34.061499,-118.238964,2025-08-27,00:34,Commercial,High,0
CRM-00717,Vandalism,Industrial District,34.014111,-118.222396,2025-03-05,21:12,Industrial,Medium,0
CRM-00718,Burglary,Harbor Area,33.737347,-118.264528,2025-10-25,06:49,Transit Station,Medium,0
CRM-00719,Shoplifting,Industrial District,34.024012,-118.222209,2026-04-05,09:07,Transit Station,Medium,1
CRM-00720,Shoplifting,Eastside,34.033139,-118.186119,2025-05-27,21:17,Commercial,Medium,1
CRM-00721,Fraud,Downtown,34.046817,-118.241655,2026-05-20,11:01,Commercial,Low,0
CRM-00722,Robbery,Eastside,34.045952,-118.198541,2024-03-11,06:59,Industrial,High,1
CRM-00723,Assault,Eastside,34.033806,-118.193238,2025-11-28,00:01,Industrial,High,0
CRM-00724,Shoplifting,Parkside,34.076971,-118.200483,2026-03-01,10:05,School Zone,Low,0
CRM-00725,Robbery,Harbor Area,33.744812,-118.271925,2026-03-27,19:56,Commercial,High,0
CRM-00726,Shoplifting,Industrial District,34.013155,-118.228614,2024-08-05,13:33,Industrial,Medium,0
CRM-00727,Fraud,Westside,34.036543,-118.341375,2024-04-11,08:43,Commercial,Low,0
CRM-00728,Vandalism,Parkside,34.079909,-118.215161,2026-04-18,15:17,Park,Medium,0
CRM-00729,Shoplifting,Industrial District,33.995293,-118.217234,2025-04-23,07:23,Industrial,Medium,0
CRM-00730,Theft,Industrial District,34.011820,-118.224438,2024-09-09,15:02,Industrial,Medium,0
CRM-00731,Fraud,Downtown,34.049841,-118.227451,2024-11-14,18:49,Transit Station,Medium,0
CRM-00732,Fraud,Industrial District,34.022653,-118.230623,2024-10-12,08:29,Transit Station,Medium,0
CRM-00733,Robbery,Eastside,34.028437,-118.183682,2025-06-22,13:54,Residential,High,0
CRM-00734,Assault,Uptown,34.081826,-118.286779,2025-04-10,07:06,Residential,High,0
CRM-00735,Theft,Westside,34.045523,-118.342389,2025-08-17,15:35,Transit Station,Medium,0
CRM-00736,Theft,Eastside,34.036369,-118.198562,2026-03-01,06:52,Residential,Low,0
CRM-00737,Shoplifting,Parkside,34.079768,-118.209171,2024-05-30,04:53,School Zone,Low,0
CRM-00738,Assault,Eastside,34.018600,-118.195827,2025-07-23,02:33,Commercial,High,1
CRM-00739,Vandalism,Uptown,34.090239,-118.285438,2024-11-20,19:06,Park,Low,0
CRM-00740,Robbery,Eastside,34.032699,-118.186016,2025-11-07,00:58,Residential,High,0
CRM-00741,Assault,Westside,34.044169,-118.342931,2025-10-17,02:28,Commercial,High,0
CRM-00742,Vandalism,Suburbs,34.116594,-118.191577,2024-11-15,21:36,Park,Low,0
CRM-00743,Drug Offense,Downtown,34.066557,-118.253733,2024-10-23,12:44,Transit Station,Low,1
CRM-00744,Drug Offense,Industrial District,34.019411,-118.236651,2026-03-11,11:12,Transit Station,Medium,1
CRM-00745,Vandalism,Uptown,34.079892,-118.285707,2026-05-24,08:46,Commercial,Medium,0
CRM-00746,Vandalism,Harbor Area,33.751444,-118.263194,2026-04-16,05:34,Industrial,Low,0
CRM-00747,Robbery,Westside,34.035188,-118.346411,2026-02-16,06:24,Commercial,High,1
CRM-00748,Vandalism,Suburbs,34.122032,-118.178401,2025-10-19,12:22,Residential,Low,0
CRM-00749,Shoplifting,Eastside,34.024444,-118.190969,2024-08-11,09:46,Commercial,Low,0
CRM-00750,Vandalism,Eastside,34.031369,-118.196833,2025-11-19,06:44,Commercial,Low,0
CRM-00751,Assault,Uptown,34.082155,-118.293617,2024-10-03,11:10,Residential,High,1
CRM-00752,Theft,Suburbs,34.117001,-118.193755,2025-04-08,13:06,School Zone,Medium,0
CRM-00753,Assault,Suburbs,34.141135,-118.193506,2025-07-14,18:47,Residential,High,0
CRM-00754,Theft,Parkside,34.088909,-118.200778,2026-05-06,00:53,School Zone,Medium,0
CRM-00755,Vandalism,Westside,34.038947,-118.350176,2026-02-23,10:12,Residential,Low,0
CRM-00756,Robbery,Westside,34.066793,-118.345798,2026-04-30,07:59,Commercial,High,0
CRM-00757,Theft,Suburbs,34.108616,-118.180916,2024-07-18,13:31,Park,Low,0
CRM-00758,Burglary,Westside,34.041708,-118.344197,2026-03-22,22:37,Transit Station,Low,0
CRM-00759,Robbery,Uptown,34.088739,-118.288985,2026-01-01,02:03,Commercial,High,0
CRM-00760,Robbery,Downtown,34.053745,-118.242276,2024-04-25,11:22,Nightclub District,Medium,0
CRM-00761,Theft,Downtown,34.052015,-118.241298,2024-04-19,15:42,Commercial,High,0
CRM-00762,Shoplifting,Parkside,34.076141,-118.205747,2024-10-24,17:10,Park,Medium,1
CRM-00763,Theft,Harbor Area,33.737909,-118.248906,2025-05-27,03:32,Commercial,Medium,1
CRM-00764,Assault,Uptown,34.070520,-118.282119,2024-04-22,03:25,Residential,High,1
CRM-00765,Assault,Suburbs,34.107148,-118.194032,2026-05-11,02:50,Residential,High,1
CRM-00766,Theft,Parkside,34.103056,-118.206664,2026-02-17,17:28,Residential,Medium,0
CRM-00767,Theft,Uptown,34.080420,-118.286917,2025-11-01,18:15,Residential,Medium,0
CRM-00768,Theft,Downtown,34.048903,-118.228140,2025-07-21,06:04,Commercial,Medium,0
CRM-00769,Drug Offense,Uptown,34.084341,-118.292464,2024-01-14,16:13,Park,Low,1
CRM-00770,Theft,Downtown,34.051725,-118.242523,2025-02-05,18:49,Commercial,High,0
CRM-00771,Theft,Eastside,34.017630,-118.187420,2025-09-27,14:56,Industrial,Medium,0
CRM-00772,Shoplifting,Suburbs,34.129084,-118.176155,2024-07-06,20:37,School Zone,Low,0
CRM-00773,Vandalism,Industrial District,34.011768,-118.213373,2024-12-19,14:00,Industrial,Medium,0
CRM-00774,Theft,Industrial District,33.995157,-118.229759,2026-02-28,00:46,Transit Station,Medium,0
CRM-00775,Drug Offense,Downtown,34.044368,-118.247544,2024-05-15,06:08,Transit Station,High,1
CRM-00776,Robbery,Downtown,34.048784,-118.226958,2025-06-04,10:48,Nightclub District,High,0
CRM-00777,Assault,Uptown,34.076515,-118.278714,2024-11-19,03:10,Residential,High,1
CRM-00778,Vandalism,Suburbs,34.116848,-118.182769,2024-06-20,06:48,Residential,Low,0
CRM-00779,Theft,Eastside,34.022334,-118.188948,2026-05-18,00:26,Industrial,Medium,0
CRM-00780,Theft,Parkside,34.101263,-118.207735,2025-10-15,15:46,Residential,Medium,0
CRM-00781,Robbery,Downtown,34.050951,-118.233096,2025-01-18,10:21,Transit Station,High,1
CRM-00782,Theft,Uptown,34.083246,-118.283970,2025-03-28,17:15,Residential,High,0
CRM-00783,Shoplifting,Downtown,34.056223,-118.259733,2024-01-09,16:22,Commercial,Low,1
CRM-00784,Shoplifting,Suburbs,34.107264,-118.181385,2024-08-03,11:00,Park,Medium,1
CRM-00785,Theft,Downtown,34.052268,-118.248684,2026-04-26,12:53,Transit Station,Medium,0
CRM-00786,Theft,Westside,34.044232,-118.352541,2024-01-13,18:35,Transit Station,Medium,0
CRM-00787,Assault,Harbor Area,33.738980,-118.258556,2025-01-28,02:44,Industrial,High,1
CRM-00788,Drug Offense,Eastside,34.030090,-118.195522,2025-08-02,19:02,Commercial,High,1
CRM-00789,Burglary,Harbor Area,33.737117,-118.254399,2024-12-20,22:31,Transit Station,Medium,1
CRM-00790,Vandalism,Westside,34.038397,-118.354648,2024-09-07,04:22,Residential,Low,0
CRM-00791,Shoplifting,Westside,34.032057,-118.347819,2024-04-13,11:30,Transit Station,Low,1
CRM-00792,Theft,Eastside,34.046706,-118.196783,2024-02-19,08:50,Residential,Medium,0
CRM-00793,Theft,Parkside,34.087668,-118.199507,2026-04-06,13:38,School Zone,Medium,0
CRM-00794,Burglary,Harbor Area,33.742343,-118.262151,2025-11-22,04:52,Industrial,High,0
CRM-00795,Theft,Eastside,34.025578,-118.195406,2025-03-23,02:23,Residential,Medium,0
CRM-00796,Theft,Suburbs,34.108495,-118.176761,2026-03-15,10:04,School Zone,Medium,0
CRM-00797,Shoplifting,Suburbs,34.130919,-118.176909,2025-02-03,19:46,School Zone,Low,1
CRM-00798,Assault,Harbor Area,33.747977,-118.273520,2025-07-28,00:06,Industrial,High,0
CRM-00799,Burglary,Suburbs,34.115917,-118.192658,2024-07-16,07:14,Residential,High,0
CRM-00800,Assault,Uptown,34.077237,-118.294723,2025-12-20,23:18,Park,Medium,1
CRM-00801,Theft,Uptown,34.092491,-118.285694,2025-11-05,21:00,Residential,Medium,1
CRM-00802,Theft,Parkside,34.083808,-118.197357,2025-01-24,03:14,Residential,High,0
CRM-00803,Assault,Downtown,34.047188,-118.238929,2024-06-30,10:58,Nightclub District,High,1
CRM-00804,Vandalism,Suburbs,34.132603,-118.175963,2024-03-05,06:29,Residential,Low,0
CRM-00805,Shoplifting,Eastside,34.053102,-118.194491,2025-08-07,13:19,Industrial,Low,0
CRM-00806,Shoplifting,Suburbs,34.115114,-118.201561,2024-03-23,15:59,Residential,Low,1
CRM-00807,Assault,Eastside,34.036252,-118.183793,2025-02-26,06:28,Residential,High,0
CRM-00808,Theft,Parkside,34.090955,-118.223715,2025-01-01,15:07,Park,High,0
CRM-00809,Theft,Industrial District,34.003626,-118.226636,2024-09-07,08:47,Transit Station,Medium,0
CRM-00810,Assault,Eastside,34.029328,-118.195976,2024-10-23,03:02,Residential,High,1
CRM-00811,Theft,Industrial District,34.011605,-118.236581,2025-09-14,11:41,Industrial,Medium,0
CRM-00812,Vandalism,Westside,34.031044,-118.337777,2026-01-22,04:54,Residential,Low,0
CRM-00813,Vandalism,Suburbs,34.134007,-118.180275,2026-03-18,08:06,School Zone,Low,1
CRM-00814,Theft,Eastside,34.034677,-118.201114,2025-07-31,23:16,Commercial,Medium,0
CRM-00815,Theft,Uptown,34.081094,-118.273847,2024-12-14,11:11,Commercial,High,0
CRM-00816,Assault,Westside,34.038691,-118.345258,2025-12-04,06:42,Transit Station,High,0
CRM-00817,Robbery,Eastside,34.027344,-118.205762,2026-01-18,13:36,Residential,High,0
CRM-00818,Assault,Suburbs,34.118327,-118.190113,2025-06-22,18:13,Park,Medium,1
CRM-00819,Drug Offense,Suburbs,34.120691,-118.192572,2024-03-08,22:56,Park,Low,1
CRM-00820,Theft,Harbor Area,33.737948,-118.283259,2024-07-27,00:00,Transit Station,Medium,1
CRM-00821,Shoplifting,Parkside,34.078220,-118.190437,2025-12-13,18:39,School Zone,Low,1
CRM-00822,Shoplifting,Uptown,34.076901,-118.278104,2025-03-24,12:07,Residential,Low,0
CRM-00823,Shoplifting,Uptown,34.074480,-118.295404,2026-04-12,13:27,Residential,Low,0
CRM-00824,Assault,Harbor Area,33.753399,-118.244116,2024-01-28,07:49,Transit Station,High,0
CRM-00825,Vandalism,Parkside,34.101064,-118.187467,2025-01-12,06:30,Park,Low,0
CRM-00826,Assault,Uptown,34.082510,-118.277049,2025-05-19,22:17,Park,High,1
CRM-00827,Robbery,Westside,34.045540,-118.337384,2024-04-22,13:07,Transit Station,High,0
CRM-00828,Drug Offense,Industrial District,34.014832,-118.225348,2024-06-27,18:23,Transit Station,Low,1
CRM-00829,Assault,Eastside,34.021817,-118.181559,2026-01-08,00:39,Commercial,High,1
CRM-00830,Burglary,Harbor Area,33.745186,-118.266806,2025-11-20,21:58,Transit Station,Medium,1
CRM-00831,Vandalism,Industrial District,34.013512,-118.225187,2024-04-29,11:13,Industrial,Low,0
CRM-00832,Theft,Suburbs,34.127402,-118.158699,2026-02-13,02:58,Residential,Medium,0
CRM-00833,Robbery,Suburbs,34.124275,-118.192406,2024-06-05,03:17,Residential,High,0
CRM-00834,Vandalism,Westside,34.039326,-118.349722,2024-12-07,15:17,Transit Station,Low,0
CRM-00835,Robbery,Westside,34.045717,-118.339033,2025-09-17,02:21,Commercial,High,1
CRM-00836,Shoplifting,Industrial District,34.002210,-118.224534,2024-12-04,18:07,Industrial,Low,1
CRM-00837,Vandalism,Suburbs,34.127326,-118.179484,2026-05-11,20:38,Residential,Medium,1
CRM-00838,Robbery,Suburbs,34.132499,-118.186953,2025-08-04,12:09,Residential,High,0
CRM-00839,Fraud,Downtown,34.034226,-118.236219,2025-10-06,04:00,Nightclub District,Low,1
CRM-00840,Burglary,Westside,34.039419,-118.356612,2025-06-08,16:28,Transit Station,Low,0
CRM-00841,Theft,Parkside,34.089485,-118.212720,2024-07-25,22:08,School Zone,Medium,0
CRM-00842,Robbery,Harbor Area,33.740271,-118.274923,2024-03-31,10:54,Industrial,High,0
CRM-00843,Robbery,Suburbs,34.114004,-118.180201,2025-01-15,10:51,Residential,Medium,0
CRM-00844,Vandalism,Harbor Area,33.754660,-118.257429,2026-03-20,04:41,Industrial,Medium,0
